1.92285 0
1.91283 0.0300601
1.90481 0.0601202
1.8988 0.0901804
1.89279 0.12024
1.88878 0.150301
1.88477 0.180361
1.88076 0.210421
1.87675 0.240481
1.87475 0.270541
1.87275 0.300601
1.87074 0.330661
1.86874 0.360721
1.86673 0.390782
1.86473 0.420842
1.86273 0.450902
1.86072 0.480962
1.86072 0.511022
1.85872 0.541082
1.85872 0.571142
1.85671 0.601202
1.85671 0.631263
1.85471 0.661323
1.85471 0.691383
1.85271 0.721443
1.85271 0.751503
1.85271 0.781563
1.8507 0.811623
1.8507 0.841683
1.8507 0.871743
1.8487 0.901804
1.8487 0.931864
1.8487 0.961924
1.8487 0.991984
1.84669 1.02204
1.84669 1.0521
1.84669 1.08216
1.84669 1.11222
1.84469 1.14228
1.84469 1.17234
1.84469 1.2024
1.84469 1.23246
1.84469 1.26253
1.84469 1.29259
1.84269 1.32265
1.84269 1.35271
1.84269 1.38277
1.84269 1.41283
1.84269 1.44289
1.84269 1.47295
1.84269 1.50301
1.84068 1.53307
1.84068 1.56313
1.84068 1.59319
1.84068 1.62325
1.84068 1.65331
1.84068 1.68337
1.84068 1.71343
1.84068 1.74349
1.84068 1.77355
1.83868 1.80361
1.83868 1.83367
1.83868 1.86373
1.83868 1.89379
1.83868 1.92385
1.83868 1.95391
1.83868 1.98397
1.83868 2.01403
1.83868 2.04409
1.83868 2.07415
1.83868 2.10421
1.83868 2.13427
1.83868 2.16433
1.83667 2.19439
1.83667 2.22445
1.83667 2.25451
1.83667 2.28457
1.83667 2.31463
1.83667 2.34469
1.83667 2.37475
1.83667 2.40481
1.83667 2.43487
1.83667 2.46493
1.83667 2.49499
1.83667 2.52505
1.83667 2.55511
1.83667 2.58517
1.83667 2.61523
1.83667 2.64529
1.83667 2.67535
1.83667 2.70541
1.83667 2.73547
1.83467 2.76553
1.83467 2.79559
1.83467 2.82565
1.83467 2.85571
1.83467 2.88577
1.83467 2.91583
1.83467 2.94589
1.83467 2.97595
1.83467 3.00601
1.83467 3.03607
1.83467 3.06613
1.83467 3.09619
1.83467 3.12625
1.83467 3.15631
1.83467 3.18637
1.83467 3.21643
1.83467 3.24649
1.83467 3.27655
1.83467 3.30661
1.83467 3.33667
1.83467 3.36673
1.83467 3.39679
1.83467 3.42685
1.83467 3.45691
1.83467 3.48697
1.83467 3.51703
1.83467 3.54709
1.83467 3.57715
1.83467 3.60721
1.83467 3.63727
1.83267 3.66733
1.83267 3.69739
1.83267 3.72745
1.83267 3.75752
1.83267 3.78758
1.83267 3.81764
1.83267 3.8477
1.83267 3.87776
1.83267 3.90782
1.83267 3.93788
1.83267 3.96794
1.83267 3.998
1.83267 4.02806
1.83267 4.05812
1.83267 4.08818
1.83267 4.11824
1.83267 4.1483
1.83267 4.17836
1.83267 4.20842
1.83267 4.23848
1.83267 4.26854
1.83267 4.2986
