0 34.0485
0 34.0473
0.11022 34.0461
0.11022 34.0449
0.220441 34.0437
0.220441 34.0425
0.330661 34.0413
0.330661 34.0401
0.330661 34.0389
0.440882 34.0377
0.440882 34.0365
0.551102 34.0353
0.551102 34.0341
0.661323 34.0329
0.661323 34.0317
0.771543 34.0305
0.771543 34.0293
0.881764 34.0281
0.881764 34.0269
0.991984 34.0257
0.991984 34.0244
1.1022 34.0232
1.21242 34.022
1.21242 34.0208
1.32265 34.0196
1.32265 34.0184
1.43287 34.0172
1.43287 34.016
1.54309 34.0148
1.54309 34.0136
1.65331 34.0124
1.65331 34.0112
1.76353 34.01
1.76353 34.0088
1.87375 34.0076
1.98397 34.0064
1.98397 34.0052
2.09419 34.004
2.09419 34.0028
2.20441 34.0016
2.20441 34.0004
2.31463 33.9992
2.42485 33.998
2.42485 33.9968
2.53507 33.9956
2.53507 33.9944
2.64529 33.9932
2.75551 33.992
2.75551 33.9908
2.86573 33.9896
2.86573 33.9884
2.97595 33.9872
3.08617 33.986
3.08617 33.9848
3.19639 33.9836
3.30661 33.9824
3.30661 33.9812
3.41683 33.98
3.41683 33.9788
3.52705 33.9776
3.63727 33.9764
3.63727 33.9752
3.74749 33.9739
3.85772 33.9727
3.85772 33.9715
3.96794 33.9703
4.07816 33.9691
4.07816 33.9679
4.18838 33.9667
4.2986 33.9655
4.2986 33.9643
4.40882 33.9631
4.51904 33.9619
4.62926 33.9607
4.62926 33.9595
4.73948 33.9583
4.8497 33.9571
4.8497 33.9559
4.95992 33.9547
5.07014 33.9535
5.18036 33.9523
5.18036 33.9511
5.29058 33.9499
5.4008 33.9487
5.51102 33.9475
5.51102 33.9463
5.62124 33.9451
5.73146 33.9439
5.84168 33.9427
5.84168 33.9415
5.9519 33.9403
6.06212 33.9391
6.17234 33.9379
6.28257 33.9367
6.28257 33.9355
6.39279 33.9343
6.50301 33.9331
6.61323 33.9319
6.72345 33.9307
6.83367 33.9295
6.83367 33.9283
6.94389 33.9271
7.05411 33.9259
7.16433 33.9246
7.27455 33.9234
7.38477 33.9222
7.49499 33.921
7.49499 33.9198
7.60521 33.9186
7.71543 33.9174
7.82565 33.9162
7.93587 33.915
8.04609 33.9138
8.15631 33.9126
8.26653 33.9114
8.37675 33.9102
8.48697 33.909
8.59719 33.9078
8.70741 33.9066
8.81764 33.9054
8.81764 33.9042
8.92786 33.903
9.03808 33.9018
9.1483 33.9006
9.25852 33.8994
9.36874 33.8982
9.47896 33.897
9.6994 33.8958
9.80962 33.8946
9.91984 33.8934
10.0301 33.8922
10.1403 33.891
10.2505 33.8898
10.3607 33.8886
10.4709 33.8874
10.5812 33.8862
10.6914 33.885
10.8016 33.8838
10.9118 33.8826
11.022 33.8814
11.2425 33.8802
11.3527 33.879
11.4629 33.8778
11.5731 33.8766
11.6834 33.8754
11.7936 33.8741
12.014 33.8729
12.1242 33.8717
12.2345 33.8705
12.3447 33.8693
12.4549 33.8681
12.6754 33.8669
12.7856 33.8657
12.8958 33.8645
13.006 33.8633
13.2265 33.8621
13.3367 33.8609
13.4469 33.8597
13.6673 33.8585
13.7776 33.8573
13.8878 33.8561
14.1082 33.8549
14.2184 33.8537
14.3287 33.8525
14.5491 33.8513
14.6593 33.8501
14.8798 33.8489
14.99 33.8477
15.1002 33.8465
15.3206 33.8453
15.4309 33.8441
15.6513 33.8429
15.7615 33.8417
15.982 33.8405
16.0922 33.8393
16.3126 33.8381
16.4228 33.8369
16.6433 33.8357
16.8637 33.8345
16.9739 33.8333
17.1944 33.8321
17.3046 33.8309
17.5251 33.8297
17.7455 33.8285
17.8557 33.8273
18.0762 33.8261
18.2966 33.8248
18.4068 33.8236
18.6273 33.8224
18.8477 33.8212
19.0681 33.82
19.2886 33.8188
19.3988 33.8176
19.6192 33.8164
19.8397 33.8152
20.0601 33.814
20.2806 33.8128
20.501 33.8116
20.7214 33.8104
20.9419 33.8092
21.1623 33.808
21.3828 33.8068
21.6032 33.8056
21.8236 33.8044
22.0441 33.8032
22.2645 33.802
22.485 33.8008
22.7054 33.7996
22.9259 33.7984
23.1463 33.7972
23.3667 33.796
23.6974 33.7948
23.9178 33.7936
24.1383 33.7924
24.3587 33.7912
24.6894 33.79
24.9098 33.7888
25.1303 33.7876
25.4609 33.7864
25.6814 33.7852
26.012 33.784
26.2325 33.7828
26.5631 33.7816
26.7836 33.7804
27.1142 33.7792
27.4449 33.778
27.6653 33.7768
27.996 33.7756
28.3267 33.7743
28.5471 33.7731
28.8778 33.7719
29.2084 33.7707
29.5391 33.7695
29.8697 33.7683
30.2004 33.7671
30.4208 33.7659
30.8617 33.7647
31.1924 33.7635
31.523 33.7623
31.8537 33.7611
32.1844 33.7599
32.515 33.7587
32.8457 33.7575
33.2866 33.7563
33.6172 33.7551
33.9479 33.7539
34.3888 33.7527
34.7194 33.7515
35.1603 33.7503
35.491 33.7491
35.9319 33.7479
36.3727 33.7467
36.7034 33.7455
37.1443 33.7443
37.5852 33.7431
38.0261 33.7419
38.4669 33.7407
38.9078 33.7395
39.3487 33.7383
39.7896 33.7371
40.3407 33.7359
40.7816 33.7347
41.2224 33.7335
41.7735 33.7323
42.2144 33.7311
42.7655 33.7299
43.2064 33.7287
43.7575 33.7275
44.3086 33.7263
44.8597 33.7251
45.4108 33.7238
45.9619 33.7226
46.513 33.7214
47.0641 33.7202
47.6152 33.719
48.2766 33.7178
48.8277 33.7166
49.489 33.7154
50.1503 33.7142
50.7014 33.713
51.3627 33.7118
52.024 33.7106
52.6854 33.7094
53.4569 33.7082
54.1182 33.707
54.8898 33.7058
